Name,Genres
Tootsie,"['Drama', 'Comedy']"
Trouble in Paradise,"['Comedy', 'Drama']"
Twelve O'Clock High,['Action']
Verbena Tragica,['Drama']
The Transformers: The Movie,"['Action', 'Adventure']"
Vertigo,"['Mystery', 'Drama']"
"What's Opera, Doc?","['Musical', 'Comedy']"
Where Are My Children?,['Drama']
The Wild Bunch,['Action']
Will Success Spoil Rock Hunter?,"['Parody', 'Comedy']"
The Wind,['Drama']
Within Our Gates,['Drama']
Woman of the Year,['Comedy']
A Woman Under the Influence,['Drama']
Yankee Doodle Dandy,"['Biography', 'Musical', 'Drama']"
Dial M for Murder,['Mystery']
Boxing Helena,['Drama']
Here Comes Mr. Jordan,"['Sports', 'Fantasy', 'Comedy']"
Hold Back the Dawn,['Drama']
One Foot in Heaven,['Drama']
Sergeant York,"['Biography', 'Drama', 'Action']"
Kings Row,['Drama']
The Pride of the Yankees,"['Biography', 'Sports', 'Drama']"
Random Harvest,['Drama']
The Talk of the Town,['Comedy']
Wake Island,"['Drama', 'Action']"
Heaven Can Wait,"['Drama', 'Fantasy', 'Comedy']"
In Which We Serve,['Drama']
Madame Curie,"['Biography', 'Drama']"
The More the Merrier,['Comedy']
The Song of Bernadette,"['Biography', 'Drama']"
Watch on the Rhine,['Drama']
Wayne's World,['Comedy']
Mary Poppins,"['Musical', 'Fantasy', 'Comedy', 'Drama']"
Raise the Red Lantern,['Drama']
Anchors Aweigh,"['Musical', 'Comedy']"
The Bells of St. Mary's,['Drama']
Bachelor Mother,['Comedy']
Johnny Mnemonic,['Action']
Spellbound,"['Mystery', 'Drama']"
Henry V,['Drama']
The Yearling,['Drama']
The Bishop's Wife,"['Fantasy', 'Comedy']"
Miracle on 34th Street,['Fantasy']
Hamlet,['Drama']
Johnny Belinda,['Drama']
The Snake Pit,['Drama']
Battleground,"['Action', 'Drama']"
A Letter to Three Wives,"['Mystery', 'Drama', 'Comedy']"
Father of the Bride,"['Drama', 'Comedy']"
Rio Bravo,['Drama']
Indiana Jones and the Temple of Doom,"['Action', 'Adventure']"
Dirty Weekend,['Drama']
Nosferatu,"['Horror', 'Mystery', 'Fantasy']"
Pumping Iron,"['Sports', 'Biography']"
The Wise Little Hen,[]
Decision Before Dawn,"['Action', 'Drama']"
Witness,['Drama']
The Craft,"['Fantasy', 'Horror']"
Stand by Me,"['Adventure', 'Drama']"
Shakespeare in Love,"['Drama', 'Comedy']"
Ferris Bueller's Day Off,"['Drama', 'Comedy']"
Star Trek IV: The Voyage Home,"['Adventure', 'Comedy']"
The Lion King,"['Adventure', 'Musical', 'Drama', 'Fantasy', 'Comedy']"
Dodge City,[]
A Bridge Too Far,"['Drama', 'Action']"
Practical Magic,"['Drama', 'Fantasy', 'Comedy']"
A Better Tomorrow,"['Drama', 'Action']"
The Castle of Cagliostro,['Adventure']
The Goonies,['Adventure']
Out of Africa,"['Biography', 'Adventure', 'Drama']"
The 13th Warrior,"['Action', 'Fantasy', 'Adventure']"
Flirting with Disaster,['Comedy']
Vibes,"['Mystery', 'Fantasy', 'Adventure', 'Comedy']"
Inside Monkey Zetterland,['Comedy']
The Karate Kid,"['Adventure', 'Sports', 'Drama', 'Action']"
Three Coins in the Fountain,['Drama']
Love Is a Many-Splendored Thing,"['Biography', 'Drama']"
Picnic,['Drama']
Friendly Persuasion,['Drama']
Giant,['Drama']
Sayonara,['Drama']
12 Angry Men,['Drama']
Witness for the Prosecution,"['Mystery', 'Drama']"
The Defiant Ones,['Drama']
Anatomy of a Murder,"['Mystery', 'Drama']"
Room at the Top,['Drama']
Nausicaä of the Valley of the Wind,"['Adventure', 'Fantasy', 'Action']"
The Sundowners,['Drama']
Heaven's Gate,['Drama']
Judgment at Nuremberg,['Drama']
Wag the Dog,"['Parody', 'Drama', 'Comedy']"
Cruel Intentions,['Drama']
Showgirls,['Drama']
The Tigger Movie,"['Adventure', 'Musical']"
Office Space,['Comedy']
Blow,"['Biography', 'Drama']"
Die Hard,['Action']
Tom Jones,"['Adventure', 'Comedy']"
Lilies of the Field,"['Drama', 'Comedy']"
Darling,['Drama']
Doctor Zhivago,['Drama']
The Swan,['Comedy']
Roger & Me,[]
Alfie,"['Drama', 'Comedy']"
"The Russians Are Coming, the Russians Are Coming","['Comedy', 'Action']"
The Sand Pebbles,"['Adventure', 'Drama', 'Action']"
Dogma,"['Parody', 'Fantasy', 'Comedy', 'Adventure']"
Doctor Dolittle,"['Musical', 'Fantasy', 'Drama', 'Comedy']"
"Rachel, Rachel",['Drama']
Romeo and Juliet,['Drama']
Butch Cassidy and the Sundance Kid,"['Adventure', 'Drama', 'Comedy', 'Action']"
Speed,"['Action', 'Adventure']"
Pearl Harbor,"['Drama', 'Action']"
Patton,"['Biography', 'Drama', 'Action']"
Airport,['Action']
The French Connection,"['Mystery', 'Drama', 'Action']"
Nicholas and Alexandra,['Drama']
This Is Spinal Tap,"['Parody', 'Musical', 'Comedy']"
Cabin Boy,['Comedy']
Una Aventura Llamada Menudo,[]
Hudson Hawk,"['Parody', 'Comedy', 'Action']"
John Q,['Drama']
Party Girl,['Comedy']
Jay and Silent Bob Strike Back,['Comedy']
When Father Was Away on Business,"['Comedy', 'Drama']"
Naqoyqatsi,[]
The Family Man,"['Fantasy', 'Comedy', 'Drama']"
Deliverance,"['Adventure', 'Drama', 'Action']"
A Touch of Class,['Comedy']
The Towering Inferno,['Action']
Dog Day Afternoon,['Drama']
Bound for Glory,"['Biography', 'Drama']"
Network,"['Parody', 'Drama']"
The Goodbye Girl,"['Drama', 'Comedy']"
The English Patient,['Drama']
The Enigma of Kaspar Hauser,['Drama']
That Thing You Do!,"['Musical', 'Drama', 'Comedy']"
Throne of Blood,"['Fantasy', 'Drama', 'Action']"
Coming Home,['Drama']
Heaven Can Wait,"['Sports', 'Fantasy', 'Comedy']"
Midnight Express,"['Drama', 'Adventure']"
Kramer vs. Kramer,['Drama']
Breaking Away,"['Sports', 'Drama', 'Comedy']"
Norma Rae,['Drama']
Dead Men Don't Wear Plaid,"['Parody', 'Comedy', 'Action']"
Royal Space Force: The Wings of Honneamise,"['Drama', 'Action']"
Things to Come,['Drama']
Man on the Moon,"['Biography', 'Drama', 'Comedy']"
Rocky IV,"['Sports', 'Action', 'Drama']"
Girlfriend From Hell,"['Fantasy', 'Horror', 'Comedy']"
The Toxic Avenger,"['Parody', 'Comedy', 'Horror']"
The Class of Nuke 'Em High,['Horror']
Tromeo & Juliet,"['Parody', 'Comedy']"
Trainspotting,"['Drama', 'Comedy']"
Clueless,['Comedy']
Death Becomes Her,"['Horror', 'Fantasy', 'Comedy']"
Thelma & Louise,"['Drama', 'Comedy']"
What Women Want,"['Fantasy', 'Comedy']"
Black Hawk Down,"['Drama', 'Action']"
Ordinary People,['Drama']
The Elephant Man,"['Biography', 'Drama']"
Atlantic City,"['Musical', 'Drama']"
Missing,"['Mystery', 'Drama']"
The Verdict,['Drama']
Stand and Deliver,"['Drama', 'Comedy']"
A Charlie Brown Christmas,['Drama']
Terms of Endearment,['Drama']
The Right Stuff,"['Adventure', 'Drama']"
Tender Mercies,"['Musical', 'Drama']"
Places in the Heart,['Drama']
A Soldier's Story,['Drama']
Kiss of the Spider Woman,['Drama']
Prizzi's Honor,"['Drama', 'Comedy', 'Action']"
Platoon,"['Drama', 'Action']"
Children of a Lesser God,['Drama']
Hannah and Her Sisters,"['Drama', 'Comedy']"
Scream,"['Mystery', 'Horror']"
Dead Man,"['Fantasy', 'Drama', 'Action']"
Topkapi,"['Drama', 'Comedy', 'Action']"
The Matrix Reloaded,"['Action', 'Adventure']"
Fail-Safe,['Drama']
Jailhouse Rock,"['Musical', 'Drama']"
The Last Emperor,"['Biography', 'Drama']"
Broadcast News,"['Parody', 'Drama', 'Comedy']"
Fatal Attraction,"['Horror', 'Mystery', 'Drama']"
Hope and Glory,"['Drama', 'Comedy']"
Moonstruck,"['Drama', 'Comedy']"
Rain Man,['Drama']
Mississippi Burning,"['Mystery', 'Drama']"
Working Girl,"['Drama', 'Comedy']"
Driving Miss Daisy,"['Drama', 'Comedy']"
Dead Poets Society,['Drama']
Field of Dreams,"['Sports', 'Fantasy', 'Drama']"
Dances with Wolves,"['Adventure', 'Drama']"
Awakenings,['Drama']
Ghost,"['Mystery', 'Drama', 'Comedy', 'Fantasy']"
The Godfather Part III,"['Mystery', 'Drama']"
Beauty and the Beast,"['Musical', 'Fantasy']"
Bugsy,"['Biography', 'Drama']"
The Prince of Tides,['Drama']
Unforgiven,['Drama']
Howards End,['Drama']
Scent of a Woman,['Drama']
,[]
Thunder Road,['Drama']
The Piano,['Drama']
Minority Report,"['Mystery', 'Drama', 'Action']"
A.I. Artificial Intelligence,"['Drama', 'Adventure']"
Debbie Does Dallas,[]
The Adventures of Buckaroo Banzai Across the 8th Dimension,"['Parody', 'Adventure', 'Comedy']"
Groundhog Day,"['Drama', 'Comedy', 'Fantasy']"
Quiz Show,['Drama']
Apollo 13,"['Drama', 'Adventure']"
Babe,"['Adventure', 'Drama', 'Comedy', 'Fantasy']"
Il Postino,"['Biography', 'Drama', 'Comedy']"
Sense and Sensibility,['Drama']
Fargo,"['Drama', 'Comedy']"
Jerry Maguire,"['Sports', 'Drama', 'Comedy']"
Shine,"['Biography', 'Musical', 'Drama']"
As Good as It Gets,"['Drama', 'Comedy']"
The Full Monty,['Comedy']
Good Will Hunting,['Drama']
L.A. Confidential,"['Mystery', 'Drama']"
Elizabeth,"['Biography', 'Drama']"
Life Is Beautiful,['Drama']
The Thin Red Line,['Drama']
The Insider,['Drama']
Gosford Park,"['Mystery', 'Drama', 'Comedy']"
Moulin Rouge!,"['Musical', 'Drama', 'Comedy']"
Cries and Whispers,['Drama']
Dead Alive,"['Horror', 'Comedy']"
Boeing Boeing,['Comedy']
The Circus,"['Adventure', 'Drama', 'Comedy']"
The Green Goddess,['Drama']
The Big Pond,"['Musical', 'Comedy']"
The Rogue Song,"['Musical', 'Comedy']"
Thunderbolt,[]
The Story of the Kelly Gang,"['Biography', 'Drama']"
Santa Claus Conquers the Martians,['Adventure']
Mrs. Brown,"['Biography', 'Drama']"
The Larry Sanders Show,[]
The Fifth Element,"['Action', 'Fantasy', 'Adventure']"
Three to Tango,['Comedy']
Fools Rush In,"['Drama', 'Comedy']"
The Boys from Brazil,['Drama']
SpaceCamp,['Adventure']
Alphaville,['Drama']
Conspiracy Theory,"['Mystery', 'Action']"
The Santa Clause,"['Fantasy', 'Comedy']"
After the Thin Man,"['Mystery', 'Comedy']"
Another Thin Man,"['Mystery', 'Comedy']"
Dr. Jekyll and Mr. Hyde,"['Horror', 'Drama']"
The Guardsman,['Comedy']
Shadow of the Thin Man,"['Mystery', 'Comedy']"
Song of the Thin Man,"['Mystery', 'Drama', 'Comedy']"
The Thin Man Goes Home,"['Mystery', 'Comedy']"
The Affairs of Cellini,"['Adventure', 'Drama', 'Comedy']"
Star Trek V: The Final Frontier,['Adventure']
The Umbrellas of Cherbourg,"['Musical', 'Drama']"
The Face Behind the Mask,['Drama']
Angels with Dirty Faces,['Drama']
Abe Lincoln in Illinois,['Drama']
Penny Serenade,['Drama']
The Gospel According to St. Matthew,['Drama']
None but the Lonely Heart,['Drama']
28 Days Later,['Horror']
Empire of the Sun,"['Biography', 'Drama']"
Close Encounters of the Third Kind,"['Drama', 'Adventure']"
Darby O'Gill and the Little People,"['Fantasy', 'Drama', 'Adventure']"
Scarlet Street,"['Mystery', 'Drama']"
Spider-Man,"['Adventure', 'Fantasy', 'Action']"
Shoah,[]
Castle in the Sky,"['Adventure', 'Fantasy', 'Action']"
Boys Over Flowers,[]
Wayne's World 2,['Comedy']
Rocky II,"['Sports', 'Drama']"
A Night at the Roxbury,['Comedy']
A Song to Remember,"['Drama', 'Musical']"
The Jolson Story,"['Musical', 'Biography', 'Drama']"
A Double Life,['Drama']
The Search,['Drama']
Zardoz,"['Adventure', 'Fantasy']"
Austin Powers: Goldmember,"['Action', 'Comedy']"
Austin Powers: International Man of Mystery,"['Parody', 'Comedy', 'Action']"
Donovan's Reef,"['Comedy', 'Action']"
Film,[]
Beneath the Planet of the Apes,['Action']
Rocky III,"['Sports', 'Drama']"
Les Diaboliques,"['Mystery', 'Drama']"
"It's the Great Pumpkin, Charlie Brown",['Drama']
Iron Eagle,"['Action', 'Adventure']"
Rocky V,"['Sports', 'Action', 'Drama']"
Three Colors: Blue,"['Mystery', 'Drama']"
Sitting Pretty,['Comedy']
The Hasty Heart,['Drama']
Sands of Iwo Jima,"['Drama', 'Action']"
Quo Vadis,['Drama']
Ocean's Eleven,"['Action', 'Comedy']"
Three Colors: White,"['Mystery', 'Drama', 'Comedy']"
Heavy Metal,"['Fantasy', 'Adventure']"
A Goofy Movie,"['Adventure', 'Musical', 'Comedy']"
An Extremely Goofy Movie,['Comedy']
Time After Time,"['Adventure', 'Fantasy']"
Boyz N the Hood,['Drama']
Baby Boy,['Drama']
Bright Victory,['Drama']
Viva Zapata!,['Drama']
The Bad and the Beautiful,"['Drama', 'Comedy']"
The Lavender Hill Mob,"['Parody', 'Comedy']"
Stalag 17,"['Drama', 'Comedy']"
Die Another Day,"['Action', 'Adventure']"
Urusei Yatsura,[]
Star Trek Nemesis,['Adventure']
Time Bandits,"['Fantasy', 'Comedy', 'Adventure']"
Last Year at Marienbad,['Drama']
Star Trek: Insurrection,"['Adventure', 'Drama', 'Action']"
Diamonds Are Forever,['Action']
"Aguirre, the Wrath of God","['Adventure', 'Drama']"
Martian Successor Nadesico,['Comedy']
You've Got Mail,['Comedy']
City of Angels,"['Fantasy', 'Drama']"
The Negotiator,"['Mystery', 'Drama', 'Action']"
Max Keeble's Big Move,['Comedy']
High Fidelity,"['Drama', 'Comedy']"
Star Trek VI: The Undiscovered Country,['Adventure']
Un chien andalou,"['Fantasy', 'Drama']"
The Man with the Golden Arm,['Drama']
Bad Day at Black Rock,"['Mystery', 'Drama']"
Lust for Life,"['Biography', 'Drama']"
A Hatful of Rain,['Drama']
Days of Wine and Roses,['Drama']
"Divorce, Italian Style",['Comedy']
This Sporting Life,"['Sports', 'Drama']"
Hud,['Drama']
Cat Ballou,"['Parody', 'Musical', 'Drama', 'Comedy']"
Cool Hand Luke,['Drama']
Charly,['Drama']
True Grit,"['Adventure', 'Drama']"
I Never Sang for My Father,['Drama']
A Shock to the System,['Comedy']
Jerky Boys: The Movie,"['Drama', 'Comedy']"
Cadet Kelly,['Comedy']
American Movie,"['Biography', 'Comedy']"
Sleuth,['Mystery']
Ronin,['Action']
The Ruling Class,"['Parody', 'Drama', 'Comedy']"
Julia,"['Biography', 'Drama']"
Save the Tiger,['Drama']
Last Tango in Paris,['Drama']
The Last Detail,"['Drama', 'Comedy']"
Serpico,"['Biography', 'Drama']"
Harry and Tonto,"['Drama', 'Comedy']"
The Man in the Glass Booth,['Drama']
Mobile Suit Gundam: Char's Counterattack,"['Adventure', 'Action']"
Seven Beauties,['Drama']
A Special Day,['Drama']
Heavenly Creatures,"['Fantasy', 'Drama']"
It's a Good Life,"['Horror', 'Mystery', 'Drama', 'Fantasy']"
The Buddy Holly Story,"['Biography', 'Musical', 'Drama']"
The China Syndrome,[]
Being There,"['Parody', 'Drama', 'Comedy']"
...And Justice for All,"['Mystery', 'Drama', 'Comedy']"
The Stunt Man,"['Drama', 'Comedy', 'Action']"
Arthur,"['Drama', 'Comedy']"
Absence of Malice,"['Mystery', 'Drama']"
The Adventures of Baron Munchausen,"['Adventure', 'Drama', 'Comedy', 'Fantasy', 'Action']"
Love and Kisses,['Comedy']
Reign of Fire,"['Adventure', 'Fantasy', 'Action']"
Lilo & Stitch,"['Adventure', 'Fantasy', 'Comedy']"
Desk Set,['Comedy']
Hercules,"['Adventure', 'Fantasy', 'Comedy']"
The Black Stallion,"['Adventure', 'Sports', 'Drama']"
Melody Ranch,['Action']
Punch Drunks,['Comedy']
Stranger Than Paradise,['Comedy']
This is Cinerama,[]
Wild River,['Drama']
Come Undone,['Drama']
In & Out,['Comedy']
Rumble in the Bronx,"['Comedy', 'Action']"
The World Is Not Enough,['Action']
Victim,['Drama']
Spartacus,"['Adventure', 'Drama', 'Action']"
A Canterbury Tale,"['Mystery', 'Drama', 'Comedy']"
Men in Black,"['Action', 'Comedy']"
Jungle Fever,['Drama']
The Usual Suspects,['Mystery']
Like Mike,"['Sports', 'Fantasy', 'Comedy']"
My Favorite Year,['Comedy']
"Reuben, Reuben",['Comedy']
Starman,"['Fantasy', 'Drama']"
Runaway Train,"['Adventure', 'Drama', 'Action']"
The Color of Money,"['Sports', 'Drama']"
Mona Lisa,['Drama']
Salvador,"['Biography', 'Drama', 'Action']"
"Good Morning, Vietnam",['Comedy']
Big,"['Fantasy', 'Drama', 'Comedy']"
Flashdance,"['Musical', 'Drama']"
"Truly, Madly, Deeply","['Fantasy', 'Comedy', 'Drama']"
Nuns on the Run,['Comedy']
Billy Elliot,"['Comedy', 'Drama']"
Friday the 13th,['Horror']
Russian Ark,"['Mystery', 'Fantasy', 'Drama']"
The Atomic Café,['Horror']
Friday,"['Drama', 'Comedy']"
"It's Magic, Charlie Brown",[]
Old Enough,['Drama']
The Dam Busters,['Action']
Forgotten Silver,"['Parody', 'Drama', 'Comedy']"
The Hudsucker Proxy,"['Drama', 'Comedy', 'Fantasy']"
Harvey,"['Fantasy', 'Comedy']"
Pelle the Conqueror,['Drama']
Henry V,['Drama']
Reversal of Fortune,"['Mystery', 'Drama']"
Cape Fear,['Drama']
Cape Fear,['Drama']
Restoration,['Drama']
The Fisher King,"['Fantasy', 'Comedy', 'Drama']"
Chaplin,"['Biography', 'Drama']"
What's Love Got to Do with It,"['Biography', 'Drama', 'Musical']"
The Madness of King George,"['Biography', 'Drama', 'Comedy']"
Nobody's Fool,['Drama']
Mr. Holland's Opus,"['Drama', 'Musical']"
Nixon,"['Biography', 'Drama']"
Porco Rosso,"['Adventure', 'Fantasy', 'Drama']"
Sling Blade,['Drama']
The People vs. Larry Flynt,"['Biography', 'Drama']"
The Apostle,['Drama']
Ulee's Gold,['Drama']
Gods and Monsters,"['Biography', 'Drama']"
Affliction,['Drama']
American History X,"['Drama', 'Action']"
The Hurricane,"['Sports', 'Biography', 'Drama']"
Sweet and Lowdown,['Comedy']
Pollock,"['Biography', 'Drama']"
Quills,"['Biography', 'Drama']"
Training Day,"['Drama', 'Adventure']"
Ali,"['Biography', 'Sports', 'Drama']"
I Am Sam,['Drama']
Small Soldiers,"['Action', 'Adventure', 'Fantasy', 'Comedy']"
Sadie Thompson,['Drama']
Coquette,['Drama']
The Letter,['Drama']
Capricorn One,"['Adventure', 'Action']"
Dumbo,"['Musical', 'Fantasy', 'Drama']"
Cobra,['Action']
Kangaroo Jack,"['Comedy', 'Adventure']"
The Big Red One,"['Action', 'Drama']"
The Cabinet of Dr. Caligari,"['Horror', 'Drama']"
The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Drama', 'Action']"
The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Drama', 'Action']"
The Lord of the Rings: The Return of the King,"['Adventure', 'Drama', 'Fantasy']"
Oh! What a Lovely War,"['Musical', 'Comedy']"
Willy Wonka & the Chocolate Factory,"['Adventure', 'Fantasy', 'Musical', 'Comedy', 'Drama']"
Get Carter,[]
A Certain Sacrifice,[]
Joe Versus the Volcano,"['Fantasy', 'Comedy']"
The Seventh Seal,"['Fantasy', 'Drama']"
Anarchists,"['Drama', 'Action']"
Whale Rider,['Drama']
Their Own Desire,['Drama']
The Trespasser,[]
A Patch of Blue,['Drama']
The Sin of Madelon Claudet,['Drama']
Morning Glory,['Drama']
Private Worlds,['Drama']
Becky Sharp,['Drama']
Labyrinth,"['Fantasy', 'Comedy', 'Adventure']"
The Jerk,['Comedy']
Human Nature,"['Parody', 'Comedy']"
101 Dalmatians,"['Adventure', 'Drama', 'Comedy']"
One Hundred and One Dalmatians,"['Drama', 'Adventure']"
Top Gun,"['Drama', 'Action']"
Sanjuro,"['Adventure', 'Drama', 'Comedy']"
The Animatrix,"['Adventure', 'Drama', 'Action']"
Ring,"['Mystery', 'Horror']"
Theodora Goes Wild,['Comedy']
Valiant Is the Word for Carrie,['Drama']
White Banners,['Drama']
Ball of Fire,['Comedy']
"Now, Voyager",['Drama']
The Great Escape,"['Action', 'Drama', 'Adventure']"
Mr. Skeffington,['Drama']
Mrs. Parkington,['Drama']
Love Letters,['Drama']
Leave Her to Heaven,['Drama']
Lady Jane,['Drama']
The Edge,"['Action', 'Drama', 'Adventure']"
They Call Me Trinity,"['Comedy', 'Action']"
Grave of the Fireflies,['Drama']
"To Sir, with Love",['Drama']
Earth Girls Are Easy,"['Parody', 'Musical', 'Comedy']"
SLC Punk!,"['Drama', 'Comedy']"
Steam: The Turkish Bath,['Drama']
Pink Narcissus,['Drama']
Querelle,['Drama']
Duel in the Sun,['Drama']
To Each His Own,['Drama']
The Farmer's Daughter,"['Parody', 'Comedy']"
Possessed,['Drama']
"Smash-Up, the Story of a Woman",['Drama']
"Sorry, Wrong Number","['Mystery', 'Drama']"
"Edward, My Son",['Drama']
Come to the Stable,['Drama']
Iris,"['Biography', 'Drama']"
9/11,['Biography']
The Star Wars Holiday Special,"['Adventure', 'Musical', 'Comedy']"
Time Indefinite,['Biography']
Der Schneemann,[]
Revolution OS,[]
The Omen,"['Horror', 'Mystery']"
Pinocchio,"['Adventure', 'Fantasy', 'Drama']"
Caged,['Drama']
Detective Story,['Drama']
The Blue Veil,['Drama']
"Come Back, Little Sheba",['Drama']
Sudden Fear,['Drama']
The Star,['Drama']
Rashomon,"['Mystery', 'Drama']"
The Final Countdown,['Adventure']
Lili,"['Musical', 'Drama']"
Mogambo,"['Drama', 'Adventure']"
The Moon Is Blue,['Comedy']
Little Darlings,"['Drama', 'Comedy']"
Gangs of New York,['Drama']
A Perfect Murder,[]
The Battle of the River Plate,"['Action', 'Drama']"
